account_id,month,base_prob,residual_corrected_prob,baseline_pd_threshold,inflated_review_queue,arbc_review_queue,default_next_3m,balance,utilization,payment_to_balance_ratio,bureau_stress_score
2597,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,2023.03,0.5513,0.2039,0.3261
2598,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,2956.5,0.2685,0.3086,0.109
2599,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,10582.25,0.2433,0.2787,0.1559
2600,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,4622.26,0.1349,0.2662,0.1218
2601,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,6919.5,0.7756,0.211,0.5844
2602,2025-12,0.0015204977018431,0.0015204977018431,False,True,False,0,19038.13,0.8969,0.179,0.5757
2603,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,6910.77,0.5472,0.3317,0.2291
2604,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,14362.62,0.4291,0.2033,0.1617
2605,2025-12,0.103954802259887,0.103954802259887,True,True,True,0,1557.71,0.8545,0.1547,0.4524
2606,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,4544.81,1.0019,0.1484,0.357
2607,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,8079.54,0.8526,0.2159,0.4617
2608,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,7852.31,0.6359,0.2234,0.5851
2609,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,2391.05,0.1456,0.3517,0.3889
2610,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,3476.96,0.5662,0.1836,0.3174
2611,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,3407.46,0.079,0.25,0.0
2612,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,3347.46,0.3568,0.3085,0.1936
2613,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,15943.01,0.9129,0.1977,0.5036
2614,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,14144.51,0.5965,0.2503,0.2914
2615,2025-12,0.0015253348586681,0.0015253348586681,False,True,False,0,10994.24,1.0687,0.1434,0.6955
2616,2025-12,0.0015204977018431,0.0015204977018431,False,True,False,0,21237.04,1.1905,0.1434,0.4277
2617,2025-12,0.0015253348586681,0.0015253348586681,False,True,False,0,4750.86,0.8684,0.1585,0.3555
2618,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,14668.6,0.3794,0.326,0.3313
2619,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,8115.12,0.5652,0.2461,0.2046
2620,2025-12,0.0636215334420881,0.0636215334420881,True,True,True,0,18552.5,0.646,0.2233,0.4562
2621,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,13432.72,0.5207,0.2281,0.1734
2622,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,9085.47,0.4562,0.2449,0.4679
2623,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,2375.13,0.6156,0.2085,0.2974
2624,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,4164.19,0.1524,0.3113,0.2359
2625,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,5103.5,0.3128,0.2583,0.2476
2626,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,3820.96,0.7493,0.2129,0.5689
2627,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,3150.88,0.282,0.2748,0.2176
2628,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,3018.22,0.414,0.3001,0.2167
2629,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,4419.12,0.581,0.2128,0.2822
2630,2025-12,0.0015253348586681,0.0015253348586681,False,True,False,0,5038.71,1.0144,0.1694,0.6659
2631,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,2373.93,0.6406,0.1613,0.6499
2632,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,8129.26,0.5819,0.1671,0.3858
2633,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,30568.83,0.6609,0.3031,0.2924
2634,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,2723.36,0.2012,0.3329,0.0
2635,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,6924.47,0.5697,0.2611,0.3125
2636,2025-12,0.9377969762419006,0.9377969762419006,True,True,True,1,426.05,0.349,0.2124,0.2368
2637,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,4663.44,0.3958,0.3205,0.3552
2638,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,6527.72,0.5617,0.2253,0.3873
2639,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,12491.53,0.5165,0.245,0.343
2640,2025-12,0.088055797733217,0.088055797733217,True,True,True,0,334.17,0.0821,0.2492,0.0566
2641,2025-12,0.0015204977018431,0.0015204977018431,False,True,False,0,22878.64,1.002,0.1861,0.894
2642,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,3596.18,0.1775,0.1994,0.1999
2643,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,9224.91,0.5521,0.2923,0.3187
2644,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,4190.05,0.0948,0.2359,0.0139
2645,2025-12,0.0015253348586681,0.0015253348586681,False,True,False,0,3639.38,0.6718,0.1474,0.5445
2646,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,16482.42,0.444,0.3038,0.3065
2647,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,4978.99,0.4471,0.2157,0.4573
2648,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,7328.74,0.5888,0.2951,0.1877
2649,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,6377.62,0.4981,0.2578,0.5881
2650,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,3509.65,0.2344,0.2466,0.1554
2651,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,29136.23,0.8276,0.2189,0.4121
2652,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,1717.28,0.274,0.3133,0.2496
2653,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,11207.88,0.6675,0.2688,0.5069
2654,2025-12,0.0015204977018431,0.0015204977018431,False,True,False,0,13786.9,0.8978,0.1134,0.5706
2655,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,6197.41,0.346,0.2895,0.1135
2656,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,33765.27,0.9141,0.2799,0.4749
2657,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,1257.99,0.2006,0.2338,0.1207
2658,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,8501.59,0.5492,0.1603,0.3983
2659,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,4497.83,1.2052,0.1676,0.6426
2660,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,3936.56,0.3732,0.208,0.7679
2661,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,3295.04,0.098,0.2967,0.055
2662,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,3088.28,0.3372,0.319,0.0
2663,2025-12,0.0015253348586681,0.0015253348586681,False,True,False,0,10859.33,1.3039,0.1696,1.0524
2664,2025-12,0.088055797733217,0.088055797733217,True,True,True,0,5676.98,0.7271,0.212,0.7609
2665,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,3647.73,0.2887,0.2738,0.1521
2666,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,10213.29,0.4715,0.2204,0.2884
2667,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,11439.83,0.5368,0.2309,0.1476
2668,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,3426.63,0.5951,0.2918,0.2851
2669,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,8285.72,0.7735,0.2087,0.4791
2670,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,10832.29,0.7525,0.2351,0.415
2671,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,10388.25,0.6857,0.1719,0.4556
2672,2025-12,0.0015253348586681,0.0015253348586681,False,True,False,0,4934.23,0.8222,0.1415,0.8626
2673,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,1570.46,0.1578,0.2699,0.1339
2674,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,8629.61,0.5428,0.2194,0.2143
2675,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,5529.17,0.5342,0.1704,0.2988
2676,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,4106.15,0.3112,0.3055,0.2657
2677,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,11488.63,0.7685,0.2031,0.3815
2678,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,2617.7,0.1379,0.2081,0.0864
2679,2025-12,0.0015204977018431,0.0015204977018431,False,True,False,0,19597.57,0.9275,0.1709,0.8514
2680,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,6291.64,0.7685,0.3124,0.5093
2681,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,17442.83,0.6895,0.243,0.3542
2682,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,5790.73,0.3782,0.3385,0.2458
2683,2025-12,0.9330091842247432,0.9330091842247432,True,True,True,1,917.34,1.2304,0.2238,0.7689
2684,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,8030.22,0.8085,0.2499,0.367
2685,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,2032.75,0.3406,0.2102,0.1248
2686,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,3817.15,0.1619,0.2717,0.0
2687,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,2354.09,0.5915,0.2158,0.7462
2688,2025-12,0.0015204977018431,0.0015204977018431,False,True,False,0,20337.36,0.8569,0.1395,0.4872
2689,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,3717.36,0.6164,0.2212,0.361
2690,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,10579.59,0.6587,0.2723,0.4499
2691,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,12276.65,0.4776,0.1787,0.2345
2692,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,1127.26,0.1107,0.3356,0.0844
2693,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,20854.74,0.4627,0.3223,0.4777
2694,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,18708.03,0.7833,0.2748,0.5206
2695,2025-12,0.0008459827902929,0.0008459827902929,False,True,False,0,25618.61,0.8826,0.2254,0.5304
2696,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,4239.04,1.0555,0.0692,0.2503
2697,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,8952.57,0.6631,0.2461,0.3801
2698,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,3071.47,0.7832,0.1606,0.4632
2699,2025-12,0.0015253348586681,0.0015253348586681,False,True,False,0,3517.84,0.6827,0.1681,0.5771
2700,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,23041.2,0.5434,0.2679,0.3312
2701,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,11384.49,0.5137,0.3135,0.3133
2702,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,8341.07,0.8004,0.1388,0.2738
2703,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,3286.91,0.6061,0.257,0.3404
2704,2025-12,0.0847769996314043,0.0847769996314043,True,True,True,0,11699.55,0.4288,0.2864,0.3249
2705,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,6964.73,0.3081,0.2759,0.6491
2706,2025-12,0.9393939393939394,0.9393939393939394,True,True,True,1,1197.56,0.2396,0.3239,0.1555
2707,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,11201.92,0.4246,0.2887,0.0837
2708,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,1786.96,0.3835,0.2828,0.2485
2709,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,1163.5,0.3045,0.213,0.3171
2710,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,7047.26,0.7565,0.178,0.2297
2711,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,26890.63,0.6733,0.2743,0.5253
2712,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,5055.52,0.5718,0.1749,0.3204
2713,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,5114.93,0.4893,0.2404,0.39
2714,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,1411.27,0.7344,0.2467,0.4561
2715,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,4612.28,0.138,0.2594,0.1484
2716,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,6844.95,0.5109,0.279,0.2416
2717,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,10422.14,0.7172,0.2282,0.7689
2718,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,25681.44,0.8906,0.2347,0.3812
2719,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,1848.26,0.5998,0.1966,0.7348
2720,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,7010.9,0.459,0.2618,0.1821
2721,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,10765.48,0.5942,0.2128,0.434
2722,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,5447.54,0.3341,0.2032,0.207
2723,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,5544.47,0.7324,0.1984,0.3745
2724,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,2535.01,0.337,0.2839,0.1441
2725,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,4389.65,0.3925,0.3097,0.2456
2726,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,9170.93,0.8752,0.2114,0.407
2727,2025-12,0.0847769996314043,0.0847769996314043,True,True,True,0,6389.61,0.6019,0.2191,0.3112
2728,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,3464.19,0.523,0.251,0.26
2729,2025-12,0.0015253348586681,0.0015253348586681,False,True,False,0,5801.82,1.1384,0.1431,0.6535
2730,2025-12,0.943524096385542,0.943524096385542,True,True,True,1,2917.35,0.268,0.2791,0.2754
2731,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,2764.13,1.109,0.1648,0.9407
2732,2025-12,0.088055797733217,0.088055797733217,True,True,True,0,7094.35,0.7852,0.145,0.5739
2733,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,2224.57,0.2907,0.3219,0.0
2734,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,5169.84,0.9615,0.2268,0.466
2735,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,4757.17,0.3047,0.2996,0.2887
2736,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,10397.21,0.5151,0.2034,0.7003
2737,2025-12,0.0015253348586681,0.0015253348586681,False,True,False,0,5570.35,0.8789,0.1851,0.4171
2738,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,4324.06,0.4633,0.2739,0.1281
2739,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,3144.34,0.3864,0.2249,0.1377
2740,2025-12,0.0015204977018431,0.0015204977018431,False,True,False,0,15740.24,0.708,0.168,0.5467
2741,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,3868.23,1.1062,0.1482,1.0594
2742,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,6988.55,0.2189,0.3045,0.2555
2743,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,5302.35,0.8577,0.1176,0.6443
2744,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,7483.85,0.2509,0.2651,0.3263
2745,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,6664.98,0.6903,0.1517,0.227
2746,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,7637.73,0.4734,0.2086,0.3562
2747,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,2799.85,0.514,0.2545,0.3114
2748,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,6546.74,0.3722,0.2459,0.1392
2749,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,7023.97,0.4385,0.2681,0.2617
2750,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,1112.41,0.3863,0.1728,0.4568
2751,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,5631.24,0.7827,0.2604,0.8452
2752,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,12145.75,0.5534,0.2506,0.2768
2753,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,17092.74,0.588,0.2809,0.2521
2754,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,3582.9,0.8936,0.115,0.517
2755,2025-12,0.0008459827902929,0.0008459827902929,False,True,False,0,24738.72,0.9699,0.1294,0.4251
2756,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,11754.9,0.7298,0.2343,0.3602
2757,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,19269.22,0.5767,0.3432,0.2846
2758,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,4621.99,0.235,0.2804,0.1712
2759,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,8110.8,0.574,0.2181,0.2887
2760,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,2249.43,0.2227,0.2494,0.132
2761,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,9253.37,0.6312,0.2613,0.1922
2762,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,32452.28,0.8114,0.2227,0.4658
2763,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,4894.14,1.1793,0.0955,0.7571
2764,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,4388.66,0.5469,0.258,0.3933
2765,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,1997.39,0.8235,0.1883,0.3776
2766,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,23715.43,0.6296,0.2235,0.3846
2767,2025-12,0.088055797733217,0.088055797733217,True,True,True,0,8030.4,1.0371,0.1264,0.7369
2768,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,2635.52,0.0934,0.2755,0.0
2769,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,9318.6,0.3971,0.317,0.1908
2770,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,11773.63,0.4075,0.2614,0.5502
2771,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,1896.38,0.5321,0.2539,0.1997
2772,2025-12,0.0015204977018431,0.0015204977018431,False,True,False,0,9761.62,1.1282,0.1135,0.6702
2773,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,7597.81,0.2372,0.3009,0.1905
2774,2025-12,0.9330091842247432,0.9330091842247432,True,True,True,1,569.6,0.8088,0.1795,0.8497
2775,2025-12,0.0015204977018431,0.0015204977018431,False,True,False,0,11502.13,0.9069,0.2105,0.593
2776,2025-12,0.0015253348586681,0.0015253348586681,False,True,False,0,6681.91,1.262,0.1013,0.675
2777,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,9775.24,0.669,0.3562,0.3482
2778,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,6394.69,0.2343,0.2814,0.1268
2779,2025-12,0.0015253348586681,0.0015253348586681,False,True,False,0,4888.06,0.877,0.1662,0.8245
2780,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,3839.69,0.7316,0.1335,0.5291
2781,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,761.44,0.5377,0.2038,0.1236
2782,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,889.38,0.2778,0.2305,0.0857
2783,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,9239.91,0.4653,0.3073,0.4277
2784,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,4775.81,0.8906,0.2485,0.4292
2785,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,2564.49,0.3115,0.3007,0.0917
2786,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,2195.24,0.1733,0.2379,0.0493
2787,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,5150.73,0.4388,0.2241,0.1897
2788,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,8294.46,0.7064,0.282,0.4302
2789,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,14540.31,0.3414,0.3261,0.4821
2790,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,1369.29,0.2005,0.3044,0.121
2791,2025-12,0.75,0.75,True,True,True,1,2526.72,0.169,0.3306,0.197
2792,2025-12,0.9330091842247432,0.9330091842247432,True,True,True,1,1133.93,1.066,0.2054,0.8411
2793,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,3953.58,0.5335,0.2363,0.3577
2794,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,5689.95,0.3587,0.2934,0.1861
2795,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,24918.01,0.8277,0.2402,0.3712
2796,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,9696.98,0.7759,0.2273,0.9925
2797,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,10127.46,0.4093,0.2293,0.2392
2798,2025-12,0.7777777777777778,0.7777777777777778,True,True,True,1,6342.67,0.7771,0.1458,0.2122
2799,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,3980.57,0.3536,0.2943,0.0541
2800,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,11832.53,0.7163,0.3144,0.3548
2801,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,8849.01,0.466,0.2386,0.1723
2802,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,10821.98,0.7524,0.274,0.5186
2803,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,2934.58,0.6605,0.2111,0.6049
2804,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,16886.58,0.6261,0.2164,0.3765
2805,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,1060.62,0.4624,0.2427,0.1123
2806,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,4612.56,0.8119,0.2385,0.3768
2807,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,4331.08,0.435,0.2232,0.0132
2808,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,7162.75,0.2717,0.2937,0.2586
2809,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,3077.73,0.4954,0.2201,0.3745
2810,2025-12,0.103954802259887,0.103954802259887,True,True,True,0,1636.44,0.7547,0.1423,0.7542
2811,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,3170.38,0.5935,0.1911,0.4281
2812,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,20812.91,0.6651,0.2058,0.4067
2813,2025-12,0.0015204977018431,0.0015204977018431,False,True,False,0,28058.23,0.9592,0.2477,0.5255
2814,2025-12,0.103954802259887,0.103954802259887,True,True,True,0,1295.0,0.3805,0.3769,0.2318
2815,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,3430.94,0.5343,0.2435,0.2084
2816,2025-12,0.0015204977018431,0.0015204977018431,False,True,False,0,20927.91,0.8815,0.2049,0.6399
2817,2025-12,0.9377969762419006,0.9377969762419006,True,True,True,1,759.12,0.8463,0.264,0.5189
2818,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,5670.21,0.3526,0.2843,0.1282
2819,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,2834.37,0.3975,0.2624,0.0788
2820,2025-12,0.943524096385542,0.943524096385542,True,True,True,1,3796.58,0.5488,0.2831,0.2841
2821,2025-12,0.088055797733217,0.088055797733217,True,True,True,0,16786.36,1.2397,0.1634,0.9354
2822,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,10333.58,0.4684,0.2317,0.133
2823,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,3010.23,0.7584,0.2444,0.4059
2824,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,23666.21,0.6795,0.2039,0.3628
2825,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,4906.25,0.2247,0.3571,0.1941
2826,2025-12,0.9393939393939394,0.9393939393939394,True,True,True,1,1001.55,0.2528,0.342,0.196
2827,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,6627.38,0.5672,0.2897,0.4409
2828,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,1386.51,0.5133,0.2294,0.4384
2829,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,6430.21,0.6319,0.302,0.3562
2830,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,2965.11,0.2877,0.2544,0.4081
2831,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,9080.63,0.6691,0.2302,0.7694
2832,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,3373.9,0.2257,0.305,0.1944
2833,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,4804.91,0.4299,0.3158,0.2025
2834,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,9245.22,0.6056,0.275,0.4303
2835,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,10034.88,0.4778,0.2968,0.3303
2836,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,2264.5,0.2851,0.2177,0.2012
2837,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,31389.31,0.6766,0.2252,0.3802
2838,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,3438.29,0.6093,0.2903,0.6219
2839,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,4425.94,0.8444,0.2151,0.3995
2840,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,2188.97,0.6395,0.1803,0.3516
2841,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,15081.22,0.553,0.1718,0.2717
2842,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,11049.3,0.9577,0.2322,0.4369
2843,2025-12,0.0015253348586681,0.0015253348586681,False,True,False,0,7282.08,1.042,0.1305,0.4945
2844,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,11750.36,0.6681,0.2302,0.675
2845,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,6708.3,0.9521,0.1989,0.4521
2846,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,18691.83,0.7183,0.1497,0.356
2847,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,3304.48,0.3191,0.2855,0.2814
2848,2025-12,0.0020432892204614,0.0020432892204614,True,True,False,0,3684.08,0.7828,0.185,0.4019
2849,2025-12,0.0015204977018431,0.0015204977018431,False,True,False,0,12046.17,0.9523,0.1902,0.5506
2850,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,12325.07,0.6323,0.2023,0.451
2851,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,2360.47,0.3974,0.2468,0.0121
2852,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,1394.8,0.2915,0.2999,0.4131
2853,2025-12,0.0015204977018431,0.0015204977018431,False,True,False,0,17588.93,1.1129,0.1678,0.6759
2854,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,2369.44,0.3721,0.3249,0.2885
2855,2025-12,0.0015204977018431,0.0015204977018431,False,True,False,0,12332.24,0.8266,0.1638,0.3702
2856,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,1200.02,0.0442,0.3328,0.1733
