ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_next_month
2073,50000,1,2,2,49,-2,0,-2,0,1,-1,1689,19353,7617,3613,14248,9514,614,4299,2398,875,3578,3501,0
2074,300000,1,2,2,66,0,-1,-1,-1,0,0,33863,4927,19083,15568,136627,122577,7505,1250,5136,5225,46480,36168,0
2075,80000,2,2,2,37,-2,0,-2,-1,-2,-1,4784,45447,0,2094,2790,452,1263,8673,0,381,1477,197,0
2076,80000,2,2,2,49,4,2,2,1,1,3,81735,31538,21500,37206,17839,44469,4087,8781,2224,4850,3494,12866,1
2077,500000,1,1,2,65,0,-1,-2,-2,1,-1,150146,98961,86133,26138,208705,164429,44450,34003,36188,6732,59124,52392,0
2078,50000,2,2,2,39,0,-2,0,-2,-1,-2,17094,5483,21755,1940,16686,0,5929,2267,5261,639,6402,0,0
2079,50000,2,2,3,36,0,1,1,2,0,1,26981,18412,18114,24794,10319,18920,10331,3716,1228,4663,2226,4295,1
2080,20000,1,2,2,23,-2,-1,1,1,-1,-2,0,0,3914,5865,7713,1309,0,0,619,1655,2574,462,0
2081,80000,1,2,2,67,1,2,0,1,2,1,767,28663,7996,49661,34540,25259,146,7743,2027,7960,6015,5818,0
2082,50000,1,1,1,26,-1,-1,-1,-1,-2,-1,8791,10518,26153,0,2110,9685,2701,2631,10063,0,626,3932,1
2083,120000,2,2,2,31,1,2,1,4,0,1,64113,74970,58893,80454,38345,48797,20689,21763,20832,10879,11028,12186,0
2084,50000,2,2,1,28,2,2,-1,-1,1,3,41766,30684,21951,4007,4839,23979,14191,7502,8335,1400,1023,2282,0
2085,120000,1,2,1,57,0,-1,0,-2,0,-1,8268,11729,27051,15470,1943,554,3093,4905,8506,8022,782,231,0
2086,50000,1,2,2,39,-1,-1,-1,0,-1,-1,21858,3743,7835,15814,0,16405,8771,1459,2977,3991,0,5041,0
2087,50000,1,1,1,56,0,-1,0,-1,0,1,15487,0,13133,3020,0,15816,6023,0,3015,632,0,3629,0
2088,50000,2,1,1,51,0,-1,1,-1,-1,1,5827,13829,26854,7574,12220,21098,1665,3722,7822,1540,4941,2476,0
2089,200000,1,2,1,21,-2,0,-1,1,-1,-1,4360,17026,22185,79694,53691,36169,1624,1582,9016,32290,14040,9886,0
2090,80000,2,1,2,36,2,-1,1,1,1,-1,28787,17891,25760,34526,17155,176,8486,2840,4579,6813,2371,56,0
2091,80000,2,2,2,21,0,0,-1,0,-2,1,26939,34978,14280,17960,5140,25469,8652,7031,3624,3961,2303,9405,0
2092,300000,2,2,2,24,1,0,-1,-1,-1,-2,168985,126331,14084,44049,66573,43902,53123,48866,3902,14407,17312,19701,0
2093,120000,1,3,2,45,-1,0,-1,-1,0,0,2378,7280,4025,7005,20960,33571,633,2025,790,2438,5165,12082,0
2094,50000,2,2,1,34,3,-1,2,1,0,0,35359,615,31735,23967,6162,5909,10144,215,9846,9421,1151,560,0
2095,300000,2,1,2,25,0,-1,-1,0,2,0,46280,8343,77467,119585,258519,26991,11110,2290,21196,31627,55736,7105,1
2096,50000,2,2,2,41,0,0,1,-2,-2,0,8211,277,20866,1780,932,3066,3029,70,2385,704,422,769,0
2097,20000,2,3,1,44,0,1,-1,0,0,0,6606,13557,0,7800,4290,3900,1802,4042,0,1959,1387,1437,0
2098,80000,1,1,3,71,-1,1,-1,-1,-1,0,37183,34964,3208,11355,4503,32492,10125,8070,1407,3947,913,8567,1
2099,20000,1,3,2,54,1,1,1,0,0,1,7519,3822,13624,3961,14882,10408,642,869,4474,1217,5964,2211,0
2100,50000,2,2,1,41,-1,-2,1,-1,-1,0,2572,3578,8146,13536,10552,28936,765,1399,1464,4436,3100,5528,0
2101,200000,2,1,2,45,2,0,0,0,1,0,35719,102369,20134,95245,130199,62579,3937,19837,6740,42332,37308,14655,0
2102,20000,2,1,1,25,-2,-1,1,-2,-1,-2,0,15271,0,783,0,0,0,5028,0,373,0,0,0
2103,200000,2,3,2,40,1,0,0,2,-1,-1,46824,8728,66604,132594,21123,25929,13379,2602,18287,16716,7747,5090,0
2104,300000,2,4,2,50,1,1,0,1,-1,0,197045,150456,41002,118846,9183,190273,24345,15475,9004,27504,4150,63566,0
2105,120000,2,3,1,22,1,-1,-1,-1,-1,0,47419,10965,44769,6500,31510,28032,16285,2479,9941,1585,11650,9010,0
2106,200000,1,2,2,67,0,-2,-2,0,-1,-2,40641,4581,12633,23166,46752,15867,19574,1361,5331,9610,13337,4862,0
2107,200000,1,3,2,47,-2,0,0,-1,2,-2,4904,1064,64151,58462,142371,48519,1526,255,19886,14223,35901,14792,0
2108,500000,2,1,1,61,0,-2,-1,-2,-1,-1,154933,5854,115340,19654,13918,139756,58310,2276,33120,8919,4874,59355,0
2109,50000,2,2,2,35,-1,-1,-1,-2,-2,-2,12642,0,21366,0,11323,8658,2569,0,7946,0,4429,3954,0
2110,50000,2,2,2,63,1,2,-2,2,0,1,4790,31010,8365,32490,12092,5711,1326,4174,3016,3762,3867,1328,1
2111,80000,2,3,2,39,2,-2,-1,2,1,0,35762,6596,25085,50207,33269,2877,8525,2640,6352,3938,7911,1217,0
2112,80000,2,2,2,68,1,-2,-1,-1,-2,-1,28407,17567,5014,19645,4241,3111,13948,7481,1199,3115,1455,861,0
2113,50000,1,2,1,47,0,0,1,-1,1,-2,18919,12267,15351,2091,4857,140,4734,4399,4754,828,1356,65,0
2114,120000,2,1,1,53,3,-1,0,0,2,-2,95510,1619,3143,48685,60455,0,20245,363,909,16414,21052,0,1
2115,20000,2,2,2,31,1,1,2,1,2,2,1552,4396,10599,4807,12395,11311,357,751,2003,1387,1906,3686,0
2116,300000,1,1,1,71,0,2,-2,-1,-1,-1,125499,71525,11708,3595,103652,73948,31410,5207,3879,1491,39004,14153,0
2117,50000,1,3,2,30,-2,-2,-1,-2,-1,-1,8849,3606,8155,4321,6307,2113,2999,509,3300,1299,870,788,0
2118,20000,1,1,2,22,-2,-1,-1,-2,0,-2,0,5597,0,3680,5321,0,0,1201,0,1248,1278,0,0
2119,20000,1,2,2,43,-2,-2,0,-2,-2,-1,829,745,8705,390,3941,13563,248,221,2393,214,1241,5224,0
2120,50000,2,1,2,63,-1,-2,-2,-2,1,-2,1224,7979,4428,804,10264,0,411,2917,2363,315,1324,0,0
2121,50000,2,2,2,67,0,-1,-1,-2,0,-2,0,1648,9501,4936,19747,14526,0,628,2980,1057,4451,5484,0
2122,20000,2,2,2,64,-1,-2,-1,0,1,-1,0,9561,0,0,5266,7095,0,3259,0,0,1824,3206,1
2123,50000,2,2,2,49,1,0,1,1,2,0,4484,13932,32562,17313,39745,23052,1787,5485,9948,6686,5487,5831,0
2124,50000,2,2,1,67,2,1,0,1,0,-1,18648,17296,1919,0,156,20937,3743,2973,273,0,65,7876,0
2125,80000,2,2,2,46,-2,-1,-2,-2,-2,-2,976,0,5309,18859,23862,2544,410,0,1755,8729,9709,861,0
2126,80000,1,3,1,45,1,-2,-2,-1,-2,-2,39130,3790,12662,14518,3268,2227,9348,1070,4317,4669,985,800,0
2127,50000,1,2,1,30,0,-2,-2,0,-2,-1,10301,5568,1750,8348,5506,4950,3517,2161,272,2069,2303,1593,0
2128,50000,2,2,1,61,-2,-2,0,-2,-2,-2,5865,3952,20237,6554,17531,0,1970,1449,6181,2055,6810,0,0
2129,20000,2,3,2,37,1,0,0,0,-1,-1,7230,6512,2486,14471,9167,8061,275,2436,336,4492,4080,2563,0
2130,20000,2,2,2,30,-1,1,-1,0,1,3,3111,9382,0,7409,10427,8979,972,3404,0,1621,1728,1527,1
2131,50000,2,3,2,39,0,0,0,-1,0,1,34166,730,32400,8952,17174,32607,6829,144,11161,2612,6245,8085,0
2132,200000,1,3,1,51,0,-2,-1,-2,-1,-2,71349,937,25740,4301,41128,1254,18264,154,6289,1861,15905,497,0
2133,500000,1,3,1,34,-2,-1,-2,-1,-2,-1,9355,63041,66992,155927,35993,158380,3789,18781,35770,54712,15881,38961,0
2134,300000,2,2,1,39,0,-1,-2,-1,0,-2,55380,142559,10722,11907,33052,3143,23553,49328,4749,4382,9316,1097,0
2135,80000,2,2,1,37,2,2,1,2,2,1,51988,43741,24294,33675,32980,29407,5059,9137,7209,5363,5859,8457,0
2136,80000,1,2,1,51,0,-1,-1,-1,1,-2,17277,4061,1324,16207,26214,5473,4507,2223,463,4915,8755,2050,0
2137,50000,2,2,3,57,0,1,-1,0,0,-1,0,9892,2301,25222,0,0,0,2853,672,8424,0,0,0
2138,200000,1,4,1,55,0,-1,-2,-1,-2,-2,76057,14635,36935,46462,10908,200,21593,5241,12293,15841,4935,92,0
2139,200000,2,1,2,28,-2,1,-1,-2,-1,-1,16827,87652,1012,42702,64013,36763,5964,12350,367,18123,16754,9939,0
2140,300000,2,3,1,38,-1,-2,-1,-2,-2,0,33652,28391,165753,25707,62463,74344,12116,8686,80417,9427,21507,24356,1
2141,300000,2,2,2,54,0,-1,-2,-2,-2,-1,30670,61012,3317,7389,4048,19644,7513,21535,1378,1885,1539,6904,0
2142,80000,2,1,2,32,-1,-2,1,-2,-1,-2,27368,1632,22072,14471,0,0,8186,611,8487,5611,0,0,0
2143,200000,2,2,2,24,2,0,1,-1,0,0,25426,4202,55135,1232,84773,47558,6141,1199,14441,264,27299,4771,0
2144,200000,2,3,1,37,0,0,-1,0,0,0,1384,68284,104804,96961,2407,55382,310,25996,28844,26753,804,8596,0
2145,50000,2,2,2,55,-2,-2,-2,-2,-2,-2,1460,392,5008,2942,10249,358,441,115,2479,1380,3808,106,0
2146,300000,2,3,1,54,2,1,-1,1,0,-1,154428,126463,75213,148984,21186,66030,31609,35250,35790,33142,5200,23153,0
2147,20000,2,2,2,27,0,2,2,0,1,1,0,6887,9211,1971,11680,3176,0,1087,1151,403,2347,909,0
2148,500000,2,3,1,55,0,-2,-2,-2,-1,0,71384,9978,9437,10192,11853,6650,14403,5761,3273,3764,4015,1846,0
2149,200000,2,2,2,30,2,1,-1,0,1,0,81565,100086,31575,66832,132772,41416,9984,18432,12944,22432,9456,13042,0
2150,20000,2,3,2,58,1,1,1,-2,1,-1,8228,10096,1076,0,1370,1436,1987,4156,219,0,593,423,0
2151,120000,1,1,2,49,-2,-2,-1,-2,-2,-2,2052,1776,0,3099,2277,16298,943,587,0,1158,922,5101,0
2152,20000,1,2,2,27,2,1,4,-1,4,3,12067,7242,15326,5103,12884,17254,2912,1401,3834,1922,968,2543,1
2153,200000,1,3,1,38,-1,-2,-1,0,0,0,4906,40045,43012,59736,2956,19449,1171,13907,14104,8882,775,4431,0
2154,200000,2,1,2,62,-1,-1,0,-2,-2,0,67206,12027,49872,0,3864,90289,29494,2693,13168,0,1251,25765,0
2155,120000,1,2,1,43,-1,0,-2,-2,-1,-2,35094,32494,17903,15443,30730,29938,9647,6720,6978,5425,15473,10003,0
2156,300000,2,3,1,56,-2,-1,1,0,1,-1,45609,9168,61034,78723,80915,73209,21754,4089,18788,17478,10843,30823,0
2157,20000,1,2,1,59,0,1,0,-2,0,-2,9,2738,9729,3678,9720,0,2,771,627,1516,1865,0,0
2158,50000,1,3,1,22,-2,-2,0,-1,-2,-1,3503,1264,24806,11134,1509,4562,1300,536,11336,5227,528,1693,0
2159,80000,2,2,1,68,2,1,2,3,-1,-2,49779,16258,34552,45524,4877,1904,8997,3382,8044,4398,1659,644,1
2160,20000,2,3,2,38,3,2,1,2,2,2,14814,0,4336,7170,9376,6809,2238,0,1421,1981,2053,598,0
2161,80000,1,2,1,61,3,2,-1,0,0,0,35988,40043,3387,0,9482,28620,10277,8871,1388,0,3110,6639,0
2162,50000,2,2,2,44,-1,0,-1,1,-1,0,10762,23297,1019,23720,17643,13543,3235,5207,239,2616,5779,4741,0
2163,80000,1,3,1,50,-2,-1,0,-1,-2,2,2470,12672,11198,1206,1787,40973,1050,7216,1453,408,593,6965,0
2164,80000,2,2,2,39,1,0,0,0,2,0,30155,19855,14803,28041,25633,4875,7501,3352,5398,2992,7169,454,1
2165,300000,1,1,1,64,1,1,-1,-2,0,1,152169,67247,59993,9667,18807,123259,35872,16944,24088,3154,3355,43719,0
2166,50000,1,2,1,26,-1,-1,-1,-1,-2,0,12110,19082,17429,9281,3792,15368,4419,6869,4447,2650,1621,5199,0
2167,300000,1,2,2,66,0,0,-2,-2,-1,-2,18847,130214,17637,56083,58914,73517,5098,39714,8312,24269,8211,19149,0
2168,80000,1,3,2,31,-1,-2,-2,0,-1,-2,15237,325,2247,22597,22883,1167,3839,102,637,3103,10400,278,1
2169,50000,2,2,3,66,-2,-1,0,0,-2,0,0,25254,14942,7636,11931,27178,0,6657,3659,2004,3516,6073,1
2170,80000,2,3,1,22,0,0,0,1,1,1,27060,42044,28635,32825,50541,32340,8830,12954,7915,7565,15681,9201,0
2171,80000,1,3,2,21,0,2,0,2,0,0,29025,18126,41498,42739,36359,19025,2996,2747,7877,5364,6555,6817,1
2172,50000,2,1,2,25,0,-1,-1,1,0,0,15143,11462,3979,23765,10761,2650,4695,4675,1121,4557,2904,403,0
2173,80000,2,2,2,48,0,0,0,-2,-2,-1,7704,14081,15696,3258,0,19006,1271,4213,4965,1114,0,6554,1
2174,20000,1,2,1,34,1,1,0,-2,0,1,1580,0,4298,10942,4093,5329,409,0,1610,5435,884,1101,0
2175,50000,1,1,1,51,-1,-1,-2,-1,-2,-1,33932,405,0,1857,7129,3689,14322,131,0,455,1899,1456,0
2176,120000,1,2,1,62,0,1,0,1,2,0,2740,58361,15494,34955,74190,34088,573,16791,4010,7452,16075,14845,1
2177,80000,2,2,2,22,2,-1,1,-2,-2,0,16015,21244,43081,1566,3185,49858,4034,8949,7072,776,1588,9579,1
2178,200000,2,3,1,47,0,0,-1,-1,0,-1,86761,149130,38918,53862,58361,33836,32095,46639,12099,17650,17319,14036,0
2179,50000,1,2,1,58,2,0,0,-1,2,1,33437,8609,34833,7772,12687,9781,5481,2556,7451,2265,2221,2429,0
2180,500000,1,1,2,42,-1,0,-2,0,-2,-2,107876,4860,6725,280776,18264,71570,28396,1718,1859,110987,7688,33207,1
2181,200000,1,2,2,68,-1,-1,-2,-1,-1,-2,850,2135,28445,60924,58184,36002,293,430,8030,12712,15055,14287,0
2182,500000,1,3,2,54,1,2,4,2,3,2,227531,191747,308178,235069,139190,223659,78497,32042,50627,64357,5141,52053,0
2183,200000,2,2,2,22,0,1,-1,-1,0,0,13647,58210,36462,69538,91511,105972,6313,13579,12738,9608,16652,18343,1
2184,20000,2,2,1,48,0,1,1,-1,0,-2,6892,3498,11395,3623,3469,5798,1521,613,2653,718,1235,2089,0
2185,80000,1,3,2,40,3,3,1,0,0,2,56040,54263,54833,4226,3511,21751,12710,12679,18567,1375,1104,6575,0
2186,50000,1,1,1,27,0,0,0,-1,0,-1,15013,27219,9656,20773,0,3472,3626,7695,3497,5013,0,985,0
2187,200000,1,2,1,69,-1,0,2,1,-1,0,12069,64403,81716,74940,90935,30630,2711,12240,11577,15774,31978,5990,0
2188,120000,1,2,2,32,-1,0,0,0,-2,0,44723,3440,28270,5934,5319,35553,13251,623,11448,1259,1903,10285,0
2189,50000,2,2,1,25,2,1,0,0,-2,-1,29113,17454,0,27375,0,10328,5576,4272,0,7972,0,3790,0
2190,300000,2,3,2,32,-2,0,1,-1,0,-1,10283,8194,157988,70555,86301,8862,3670,2729,50528,33043,28350,3541,0
2191,20000,2,1,2,62,-1,0,-2,-2,-1,-1,1493,9977,3185,4370,0,999,520,2868,1178,838,0,427,0
2192,120000,1,3,1,51,0,1,1,0,-1,0,12484,81317,54243,3817,0,5220,3727,36867,11716,794,0,979,0
2193,200000,2,2,1,62,0,-1,-1,1,-1,-1,46118,3692,6857,125019,36948,6935,17395,1107,1974,31466,7455,2329,0
2194,20000,2,3,1,44,0,-1,0,0,1,0,13571,4984,3984,5593,16113,5123,5839,1338,1226,1220,3649,1487,0
2195,120000,1,3,1,26,0,1,-1,-2,0,-2,0,50669,27218,38920,22419,10251,0,17735,7655,14622,6200,3938,0
2196,200000,2,3,2,40,0,-2,-2,-2,-2,-2,7377,17179,20946,4117,34928,2411,1775,6466,8491,1751,12696,717,0
2197,20000,2,1,2,31,-1,0,0,1,1,0,0,2339,0,4346,10914,9651,0,906,0,816,2018,2642,0
2198,80000,2,2,1,49,-1,0,-1,1,-1,1,28810,16872,20401,49834,2507,28670,8544,6657,5781,7612,990,4647,0
2199,50000,2,3,1,34,2,2,2,3,4,1,25392,19692,25352,13468,46085,33053,4130,3587,6152,3644,4843,10340,1
2200,120000,1,2,2,70,1,0,0,0,-1,-1,78663,6474,21578,43764,55279,1895,9840,1508,5985,14560,12722,313,1
2201,20000,2,2,2,40,1,2,0,-1,0,-1,1705,11217,2061,2595,5315,5205,233,3013,402,941,852,1528,0
2202,300000,2,3,2,37,1,0,0,0,-2,0,60896,199237,104019,163917,38988,136567,18250,42906,28882,47551,11868,35587,0
2203,300000,2,3,1,71,-1,2,1,-1,0,1,9087,181640,54281,21834,190139,95259,3407,31339,15434,9019,40715,17639,0
2204,50000,1,2,2,47,1,-1,1,1,-1,1,13611,2744,8370,21779,8660,18758,3688,440,2317,4042,2861,4211,1
2205,50000,1,3,1,29,-2,-1,1,-1,-1,0,129,11739,29325,0,32219,8375,42,3560,6533,0,9846,1549,0
2206,120000,2,1,2,45,1,-1,0,0,0,1,0,5953,35694,43546,50419,65718,0,2579,11774,16692,15754,23984,0
2207,200000,2,3,1,33,2,1,1,0,1,0,64367,95431,89386,99415,32694,68941,6450,23646,18986,34536,10906,22329,0
2208,80000,2,3,2,57,0,-1,-2,1,0,0,10262,1794,2303,58175,9176,0,2338,328,744,18398,3173,0,0
2209,20000,2,1,1,50,-2,-2,-2,-2,-2,-2,1222,772,7125,8541,2075,6687,356,398,3001,2523,622,2652,0
2210,20000,2,1,2,58,-2,0,-2,-2,-2,-2,4664,1379,3711,8009,0,1093,1104,314,1002,2899,0,509,0
2211,500000,2,3,1,68,0,-1,0,-1,-1,0,152992,37696,165972,89588,182036,216746,45502,12023,47870,15760,58226,54472,0
2212,80000,1,2,2,58,1,2,-1,0,0,-1,1479,49002,0,20348,28227,18703,274,11609,0,4892,8906,5352,0
2213,300000,2,1,1,38,4,3,3,3,4,1,143924,269121,231998,150590,229175,73083,20615,65799,57854,27857,36318,20849,1
2214,80000,2,1,2,31,0,1,1,-1,-1,0,33338,3155,41011,0,2586,11037,5389,892,11036,0,762,3867,0
2215,300000,2,2,1,47,2,1,2,0,0,-1,124900,37284,122985,108833,101195,8608,32100,8721,38848,36435,45147,3154,0
2216,20000,2,2,2,43,-2,-1,0,-1,1,0,2090,3353,2748,5246,10013,2870,803,1053,1085,1824,2833,895,0
2217,20000,2,3,2,36,0,-1,0,1,0,0,7376,3271,7538,10541,5116,0,1762,847,2170,2529,1895,0,1
2218,300000,1,2,1,62,-2,0,0,0,-2,-1,16670,39669,25096,120053,6927,10429,7666,7811,4446,20420,1490,3547,0
2219,500000,1,2,1,67,-1,-2,-1,-2,-2,-2,113582,7338,9638,6841,9212,78234,35043,2389,2685,2320,3495,37920,0
2220,50000,1,1,1,40,-2,-1,-2,-2,-1,0,3429,10628,13543,2851,4501,8528,1237,4666,4122,995,1588,1406,0
2221,50000,2,2,1,55,1,0,1,-2,0,0,13932,15050,14678,6414,7938,20241,1672,2935,5900,1057,2706,6620,1
2222,80000,2,2,2,71,0,-2,-2,-2,-1,-1,7096,4052,15270,3159,1466,23227,1542,989,5887,1525,501,3691,0
2223,80000,2,3,1,21,0,-1,0,-1,-1,0,20999,16792,1195,9143,40247,18375,4786,5530,406,4055,12616,4517,0
2224,50000,2,3,1,39,0,0,-1,0,0,-1,14275,31217,14857,18649,7204,3114,4890,11297,6570,4974,1802,928,0
2225,300000,2,2,1,58,-2,0,0,-1,0,1,3829,65351,162948,3244,34292,144881,1635,14779,54057,1113,13059,34632,0
2226,50000,2,4,1,46,2,0,-1,1,-1,1,30582,28404,6417,17997,1037,11116,5027,5740,2186,5555,391,2489,0
2227,200000,2,1,1,61,0,3,1,2,1,1,111611,113310,117130,43070,76453,66258,32771,23155,38302,13124,23971,14725,0
2228,20000,2,2,2,45,1,-2,-1,0,-1,0,5729,0,1907,3114,5894,8383,1796,0,314,1394,1307,1915,0
2229,20000,1,3,1,24,1,1,0,-1,-1,0,12287,9129,10246,10019,2071,0,2676,3345,1928,4418,765,0,0
2230,120000,2,2,2,43,0,0,-1,1,-2,-2,27172,2072,13897,21354,4080,6315,4429,779,4616,5920,1725,2707,0
2231,50000,2,3,2,41,1,0,1,2,0,-1,21995,5340,8522,19287,32875,12145,6639,955,2786,3695,11104,6278,0
2232,120000,2,1,1,64,0,0,-1,0,-2,-1,28253,11607,4792,35030,0,41422,8871,2290,1541,12940,0,14049,0
2233,20000,1,3,2,28,0,-2,0,-2,0,1,12255,0,12348,855,10530,5556,3716,0,3618,320,3104,1046,1
2234,500000,2,1,2,28,-2,-2,-1,-2,-2,-2,47341,157764,174186,63129,83752,8766,20203,57666,29764,21634,22709,3439,0
2235,200000,2,1,2,28,-1,-1,0,0,-1,-1,17695,11553,1134,5696,8080,5141,7048,2930,426,569,3326,1373,0
2236,300000,1,2,1,49,-1,0,0,-2,0,-2,19654,19486,110568,112149,86744,4627,7167,8547,46325,29849,36982,1379,0
2237,20000,2,3,2,71,1,0,-2,-1,-1,-1,430,3788,2109,2663,6369,7137,65,908,513,1203,2326,1383,1
2238,50000,2,2,1,52,0,1,-1,0,-1,-1,7840,16680,19029,108,6680,551,1246,3643,3150,33,1779,129,0
2239,80000,2,2,2,62,1,2,-1,1,1,-2,50019,51895,0,9787,26540,12089,13657,7981,0,2290,5592,2349,1
2240,80000,1,1,1,64,0,0,0,0,0,-1,39398,32769,25022,1063,31396,46405,11237,9409,8981,241,6628,13504,0
2241,50000,1,1,2,51,-1,0,1,1,-2,-2,0,17831,34228,11358,0,3581,0,6918,0,2922,0,1355,0
2242,20000,1,1,2,52,-1,-1,0,-1,-1,-2,2286,9959,4802,5028,6551,11136,1029,1457,1545,1401,1663,4563,0
2243,80000,1,3,1,33,-2,0,-1,-2,-2,-2,14622,36409,1685,1191,27329,21008,6191,13451,494,490,11108,7707,0
2244,50000,2,1,1,69,-1,-2,-1,-2,-2,0,12064,7852,22473,6961,11825,0,3622,1515,6038,2006,4385,0,0
2245,80000,2,2,2,61,-1,0,-1,-2,-2,-1,0,33699,9308,26871,758,18336,0,8639,1821,8319,337,5557,0
2246,50000,1,2,1,65,-2,-2,-1,-1,-1,-2,26127,8219,7989,4849,18619,4166,10492,2163,2700,909,8007,1709,0
2247,50000,2,2,1,71,-1,-2,-2,-1,-1,-1,2292,3654,2553,10792,4198,3590,806,977,766,2872,1491,788,1
2248,120000,2,2,1,38,0,-1,-2,-2,-2,-1,65458,4087,27412,0,2029,37677,17201,833,8947,0,521,8181,1
2249,80000,1,1,2,28,2,2,-1,1,1,1,41931,36369,7883,41780,59793,40362,0,8775,3775,8668,18000,9413,0
2250,50000,2,2,2,64,1,2,0,-1,1,-1,9968,21023,8422,5768,7692,6223,1677,3659,3593,2300,957,1695,0
2251,80000,2,2,2,45,1,2,0,1,-1,0,38031,25622,10131,29366,10321,23228,11895,6473,3707,5705,3022,9027,1
2252,200000,2,1,2,69,0,-1,-2,-2,-1,-2,2454,85677,8307,1615,14248,0,433,31496,2366,762,5967,0,0
2253,80000,1,2,2,56,-2,0,-1,-1,-1,-2,0,21011,22371,20512,6909,6464,0,5415,6026,7074,2354,2782,0
2254,120000,2,1,2,34,1,0,-2,1,-1,-1,23856,9039,31285,44752,9459,13610,6691,3003,10678,12426,1976,5030,0
2255,500000,1,3,2,39,-2,-2,-2,-2,-2,-2,4851,141892,11751,67603,118099,9777,1313,50478,5147,20911,44381,3979,0
2256,80000,2,3,2,52,0,0,0,-1,-1,-1,24150,25245,13254,32033,9641,0,8500,6097,2368,9390,3920,0,0
2257,300000,2,1,2,41,-2,-2,-1,-2,-2,-2,26466,59836,137377,8965,12388,7073,9094,25320,35459,3617,4266,2642,0
2258,200000,1,2,1,35,-2,-2,-2,-2,-2,-2,0,4753,11724,9302,5616,27043,0,2224,4275,2724,2639,11264,0
2259,20000,2,2,1,31,-1,2,2,2,0,1,0,17925,12397,7069,4572,10520,0,5566,2307,2544,1391,2723,1
2260,80000,2,3,1,54,-1,-1,0,-1,1,-2,0,21498,17039,35383,43349,3536,0,3843,3623,11357,12221,1177,0
2261,120000,2,2,2,22,-2,-2,0,-1,-1,-2,19509,11391,20126,12232,5992,43707,4967,4043,5985,4150,2401,17410,0
2262,500000,2,2,3,25,-1,-2,-1,-2,-2,-2,86325,17866,146359,125427,10363,115195,18880,8115,31525,41424,2916,28921,0
2263,80000,2,1,2,23,-1,-1,0,0,0,-1,818,14180,15613,13552,19001,26623,266,3074,4145,4585,5191,5475,0
2264,20000,1,1,2,58,2,-1,0,-2,0,0,9620,4750,9243,747,3617,4312,1265,1460,1469,345,1254,1396,1
2265,120000,2,2,2,22,-1,-2,0,-2,-1,-2,24448,2619,53913,0,1477,20057,11745,759,18282,0,272,10106,0
2266,20000,1,2,2,42,0,1,0,1,0,-1,2250,12005,0,15111,10358,4560,452,3199,0,3438,3741,1822,0
2267,200000,1,3,2,27,1,0,0,-1,0,-1,54306,112818,56100,6135,30986,68296,16750,57952,8055,2568,10382,14676,0
2268,80000,2,3,1,50,-2,0,-1,-2,-2,-1,682,23140,14358,3682,127,36158,328,6462,3598,985,48,11892,0
2269,200000,2,2,2,22,1,1,-1,0,1,0,47998,97753,46282,85459,40129,123356,14507,22636,8757,20043,14114,36589,0
2270,300000,2,2,1,22,-1,0,0,-2,-1,-2,107468,75026,137468,26301,23114,10529,27359,34359,35108,10556,6676,4905,0
2271,120000,1,3,1,41,-2,-1,-2,-2,1,-2,4199,781,329,0,62305,17111,1584,258,101,0,9874,3971,0
2272,120000,2,3,1,56,-1,2,-1,-2,1,0,5452,76862,35230,1882,46644,18154,2308,12279,12194,554,17669,4189,0
2273,200000,1,3,1,26,-1,-1,0,-1,-1,0,77327,0,82661,68368,23360,4891,15084,0,20399,18984,5202,1634,0
2274,300000,2,4,1,46,0,1,1,-1,-1,-2,70323,127475,119586,71660,16715,7996,25865,42297,32808,21258,6865,3023,0
2275,300000,1,2,1,62,-1,1,2,2,-2,0,8957,74930,155567,128479,38671,162241,3173,11231,29745,45641,13905,48888,0
2276,20000,2,2,2,52,-2,-1,-2,-2,-2,-2,11319,0,4000,0,0,6540,5673,0,2162,0,0,3706,0
2277,120000,2,2,1,59,0,0,0,-2,-1,1,4890,27836,17370,12592,4803,67689,1536,8749,3034,4326,1063,23862,0
2278,50000,1,1,2,37,0,-1,0,2,1,0,1413,16211,22121,18133,16268,13011,412,5928,3357,5373,3092,6042,1
2279,300000,2,2,1,69,-1,-1,-1,-1,-1,-2,43705,55524,61589,9297,52765,9896,16157,10185,19346,2273,19645,3841,0
2280,120000,1,2,3,28,0,-2,1,-1,-1,0,34513,9686,52185,16626,47880,21432,6240,2552,7802,6167,16935,6179,0
2281,80000,2,2,2,51,1,2,1,0,0,0,18751,13074,47068,33232,9693,29139,3370,2974,10670,13531,2098,4834,0
2282,50000,2,1,2,43,0,-1,2,-2,-1,-1,0,4506,14721,292,307,7838,0,847,4464,48,96,2546,0
2283,50000,2,2,2,22,2,2,3,4,3,3,26714,7198,30067,36741,37402,36255,4490,1903,6048,7766,2980,8455,0
2284,200000,1,2,2,69,1,-1,2,1,1,3,32066,29946,10686,60221,88189,37171,6287,6236,2867,24760,15936,7700,0
